==================================================
FINETUNING PARAMETERS:
base model: tiiuae/falcon-7b
--------------------------------------------------
train_split: [:200000]
dataset_files:
	/fs/surtr0/jprats/data/processed/04-finetuning/en-es_europarl-unpc/europarl-unpc_en-es_bidir.jsonl
validation_files:
	/fs/surtr0/jprats/data/processed/04-finetuning/devsets/flores_dev_eng-spa.jsonl
	/fs/surtr0/jprats/data/processed/04-finetuning/devsets/flores_dev_spa-eng.jsonl
	/fs/surtr0/jprats/data/processed/04-finetuning/devsets/unpc_dev_en-es_unidir.jsonl
	/fs/surtr0/jprats/data/processed/04-finetuning/devsets/unpc_dev_es-en_unidir.jsonl
--------------------------------------------------
output_dir: /fs/surtr0/jprats/models/checkpoints/falcon_qlora_en-es100k_ebs256_linear_lr2e-4_20231207-13.56.08
--------------------------------------------------
learning_rate: 0.0001
lr_scheduler_type: linear
effective batch size: 256
  per_device_train_batch_size: 16
  gradient_accumulation_steps: 16
  CUDA Devices: 2
num_train_epochs: 3
warmup_ratio: 0.03
group_by_length: False
evaluation_strategy: steps
eval_steps: 0.01
--------------------------------------------------
lora_r: 16
lora_alpha: 16
--------------------------------------------------
bf16: True
--------------------------------------------------
use_4bit: True
bnb_4bit_quant_type: nf4
bnb_4bit_compute_dtype: float16
==================================================
================================================================================
Your GPU supports bfloat16, you can accelerate training with the argument --bf16
================================================================================
Resulting dataset:
Dataset({
    features: ['text'],
    num_rows: 200000
})
Resulting validation dataset:
Dataset({
    features: ['text'],
    num_rows: 9994
})
Dataset({
    features: ['text'],
    num_rows: 200000
})
False
False
{'loss': 1.0441, 'learning_rate': 1.4084507042253521e-06, 'epoch': 0.0}
{'loss': 1.0343, 'learning_rate': 2.8169014084507042e-06, 'epoch': 0.0}
{'loss': 1.0104, 'learning_rate': 4.225352112676056e-06, 'epoch': 0.0}
{'loss': 1.0124, 'learning_rate': 5.6338028169014084e-06, 'epoch': 0.01}
{'loss': 1.0102, 'learning_rate': 7.042253521126762e-06, 'epoch': 0.01}
{'loss': 1.006, 'learning_rate': 8.450704225352112e-06, 'epoch': 0.01}
{'loss': 1.0522, 'learning_rate': 9.859154929577465e-06, 'epoch': 0.01}
{'loss': 1.0045, 'learning_rate': 1.1267605633802817e-05, 'epoch': 0.01}
{'loss': 1.0511, 'learning_rate': 1.267605633802817e-05, 'epoch': 0.01}
{'loss': 1.09, 'learning_rate': 1.4084507042253523e-05, 'epoch': 0.01}
{'loss': 0.9904, 'learning_rate': 1.5492957746478872e-05, 'epoch': 0.01}
{'loss': 1.0488, 'learning_rate': 1.6901408450704224e-05, 'epoch': 0.02}
{'loss': 1.1108, 'learning_rate': 1.830985915492958e-05, 'epoch': 0.02}
{'loss': 1.0528, 'learning_rate': 1.971830985915493e-05, 'epoch': 0.02}
{'loss': 1.0217, 'learning_rate': 2.112676056338028e-05, 'epoch': 0.02}
{'loss': 1.0496, 'learning_rate': 2.2535211267605634e-05, 'epoch': 0.02}
{'loss': 1.009, 'learning_rate': 2.3943661971830986e-05, 'epoch': 0.02}
{'loss': 0.9867, 'learning_rate': 2.535211267605634e-05, 'epoch': 0.02}
{'loss': 0.9665, 'learning_rate': 2.676056338028169e-05, 'epoch': 0.02}
{'loss': 1.0031, 'learning_rate': 2.8169014084507046e-05, 'epoch': 0.03}
{'loss': 0.9452, 'learning_rate': 2.9577464788732395e-05, 'epoch': 0.03}
{'loss': 0.9897, 'learning_rate': 3.0985915492957744e-05, 'epoch': 0.03}
{'loss': 0.9651, 'learning_rate': 3.23943661971831e-05, 'epoch': 0.03}
{'loss': 0.9154, 'learning_rate': 3.380281690140845e-05, 'epoch': 0.03}
{'eval_loss': 0.8083616495132446, 'eval_runtime': 695.598, 'eval_samples_per_second': 14.367, 'eval_steps_per_second': 1.797, 'epoch': 0.03}
{'loss': 0.9625, 'learning_rate': 3.5211267605633805e-05, 'epoch': 0.03}
{'loss': 0.8642, 'learning_rate': 3.661971830985916e-05, 'epoch': 0.03}
{'loss': 0.8233, 'learning_rate': 3.802816901408451e-05, 'epoch': 0.03}
{'loss': 0.8495, 'learning_rate': 3.943661971830986e-05, 'epoch': 0.04}
{'loss': 0.8516, 'learning_rate': 4.0845070422535214e-05, 'epoch': 0.04}
{'loss': 0.8698, 'learning_rate': 4.225352112676056e-05, 'epoch': 0.04}
{'loss': 0.8865, 'learning_rate': 4.366197183098591e-05, 'epoch': 0.04}
{'loss': 0.8969, 'learning_rate': 4.507042253521127e-05, 'epoch': 0.04}
{'loss': 0.8473, 'learning_rate': 4.647887323943662e-05, 'epoch': 0.04}
{'loss': 0.8731, 'learning_rate': 4.788732394366197e-05, 'epoch': 0.04}
{'loss': 0.8218, 'learning_rate': 4.929577464788733e-05, 'epoch': 0.04}
{'loss': 0.8346, 'learning_rate': 5.070422535211268e-05, 'epoch': 0.05}
{'loss': 0.831, 'learning_rate': 5.2112676056338026e-05, 'epoch': 0.05}
{'loss': 0.8444, 'learning_rate': 5.352112676056338e-05, 'epoch': 0.05}
{'loss': 0.794, 'learning_rate': 5.492957746478874e-05, 'epoch': 0.05}
{'loss': 0.8338, 'learning_rate': 5.633802816901409e-05, 'epoch': 0.05}
{'loss': 0.8524, 'learning_rate': 5.774647887323944e-05, 'epoch': 0.05}
{'loss': 0.7761, 'learning_rate': 5.915492957746479e-05, 'epoch': 0.05}
{'loss': 0.7832, 'learning_rate': 6.056338028169014e-05, 'epoch': 0.06}
{'loss': 0.8196, 'learning_rate': 6.197183098591549e-05, 'epoch': 0.06}
{'loss': 0.7728, 'learning_rate': 6.338028169014085e-05, 'epoch': 0.06}
{'loss': 0.8248, 'learning_rate': 6.47887323943662e-05, 'epoch': 0.06}
{'loss': 0.8102, 'learning_rate': 6.619718309859155e-05, 'epoch': 0.06}
{'loss': 0.7972, 'learning_rate': 6.76056338028169e-05, 'epoch': 0.06}
{'eval_loss': 0.7347509264945984, 'eval_runtime': 1000.5218, 'eval_samples_per_second': 9.989, 'eval_steps_per_second': 1.249, 'epoch': 0.06}
{'loss': 0.7805, 'learning_rate': 6.901408450704226e-05, 'epoch': 0.06}
{'loss': 0.8289, 'learning_rate': 7.042253521126761e-05, 'epoch': 0.06}
{'loss': 0.7772, 'learning_rate': 7.183098591549297e-05, 'epoch': 0.07}
{'loss': 0.7854, 'learning_rate': 7.323943661971832e-05, 'epoch': 0.07}
{'loss': 0.7926, 'learning_rate': 7.464788732394367e-05, 'epoch': 0.07}
{'loss': 0.8135, 'learning_rate': 7.605633802816902e-05, 'epoch': 0.07}
{'loss': 0.7595, 'learning_rate': 7.746478873239437e-05, 'epoch': 0.07}
{'loss': 0.7965, 'learning_rate': 7.887323943661972e-05, 'epoch': 0.07}
{'loss': 0.7431, 'learning_rate': 8.028169014084508e-05, 'epoch': 0.07}
{'loss': 0.7926, 'learning_rate': 8.169014084507043e-05, 'epoch': 0.07}
{'loss': 0.7589, 'learning_rate': 8.309859154929578e-05, 'epoch': 0.08}
{'loss': 0.781, 'learning_rate': 8.450704225352113e-05, 'epoch': 0.08}
{'loss': 0.7743, 'learning_rate': 8.591549295774647e-05, 'epoch': 0.08}
{'loss': 0.7566, 'learning_rate': 8.732394366197182e-05, 'epoch': 0.08}
{'loss': 0.7505, 'learning_rate': 8.873239436619719e-05, 'epoch': 0.08}
{'loss': 0.7343, 'learning_rate': 9.014084507042254e-05, 'epoch': 0.08}
{'loss': 0.7944, 'learning_rate': 9.15492957746479e-05, 'epoch': 0.08}
{'loss': 0.7797, 'learning_rate': 9.295774647887325e-05, 'epoch': 0.08}
{'loss': 0.8167, 'learning_rate': 9.43661971830986e-05, 'epoch': 0.09}
{'loss': 0.7658, 'learning_rate': 9.577464788732394e-05, 'epoch': 0.09}
{'loss': 0.7281, 'learning_rate': 9.718309859154931e-05, 'epoch': 0.09}
{'loss': 0.7328, 'learning_rate': 9.859154929577466e-05, 'epoch': 0.09}
{'loss': 0.7561, 'learning_rate': 0.0001, 'epoch': 0.09}
{'loss': 0.7661, 'learning_rate': 9.995598591549296e-05, 'epoch': 0.09}
{'eval_loss': 0.701286792755127, 'eval_runtime': 1061.4845, 'eval_samples_per_second': 9.415, 'eval_steps_per_second': 1.178, 'epoch': 0.09}
{'loss': 0.7336, 'learning_rate': 9.991197183098592e-05, 'epoch': 0.09}
{'loss': 0.7184, 'learning_rate': 9.986795774647888e-05, 'epoch': 0.09}
{'loss': 0.7827, 'learning_rate': 9.982394366197183e-05, 'epoch': 0.1}
{'loss': 0.7488, 'learning_rate': 9.977992957746479e-05, 'epoch': 0.1}
{'loss': 0.7315, 'learning_rate': 9.973591549295775e-05, 'epoch': 0.1}
{'loss': 0.7427, 'learning_rate': 9.969190140845071e-05, 'epoch': 0.1}
{'loss': 0.7547, 'learning_rate': 9.964788732394367e-05, 'epoch': 0.1}
{'loss': 0.7608, 'learning_rate': 9.960387323943663e-05, 'epoch': 0.1}
{'loss': 0.7568, 'learning_rate': 9.955985915492959e-05, 'epoch': 0.1}
{'loss': 0.6922, 'learning_rate': 9.951584507042255e-05, 'epoch': 0.1}
{'loss': 0.765, 'learning_rate': 9.947183098591549e-05, 'epoch': 0.11}
{'loss': 0.7128, 'learning_rate': 9.942781690140845e-05, 'epoch': 0.11}
{'loss': 0.7568, 'learning_rate': 9.938380281690141e-05, 'epoch': 0.11}
{'loss': 0.7324, 'learning_rate': 9.933978873239437e-05, 'epoch': 0.11}
{'loss': 0.7156, 'learning_rate': 9.929577464788733e-05, 'epoch': 0.11}
{'loss': 0.7168, 'learning_rate': 9.925176056338029e-05, 'epoch': 0.11}
{'loss': 0.7346, 'learning_rate': 9.920774647887324e-05, 'epoch': 0.11}
{'loss': 0.754, 'learning_rate': 9.916373239436621e-05, 'epoch': 0.12}
{'loss': 0.7096, 'learning_rate': 9.911971830985915e-05, 'epoch': 0.12}
{'loss': 0.7146, 'learning_rate': 9.907570422535211e-05, 'epoch': 0.12}
{'loss': 0.7373, 'learning_rate': 9.903169014084507e-05, 'epoch': 0.12}
{'loss': 0.7385, 'learning_rate': 9.898767605633803e-05, 'epoch': 0.12}
{'loss': 0.7381, 'learning_rate': 9.894366197183099e-05, 'epoch': 0.12}
{'loss': 0.7008, 'learning_rate': 9.889964788732394e-05, 'epoch': 0.12}
{'eval_loss': 0.6773543357849121, 'eval_runtime': 1020.1066, 'eval_samples_per_second': 9.797, 'eval_steps_per_second': 1.225, 'epoch': 0.12}
{'loss': 0.6759, 'learning_rate': 9.88556338028169e-05, 'epoch': 0.12}
{'loss': 0.7016, 'learning_rate': 9.881161971830987e-05, 'epoch': 0.13}
{'loss': 0.6988, 'learning_rate': 9.876760563380282e-05, 'epoch': 0.13}
{'loss': 0.689, 'learning_rate': 9.872359154929578e-05, 'epoch': 0.13}
{'loss': 0.6774, 'learning_rate': 9.867957746478874e-05, 'epoch': 0.13}
{'loss': 0.7313, 'learning_rate': 9.86355633802817e-05, 'epoch': 0.13}
{'loss': 0.7334, 'learning_rate': 9.859154929577466e-05, 'epoch': 0.13}
{'loss': 0.6739, 'learning_rate': 9.85475352112676e-05, 'epoch': 0.13}
{'loss': 0.6976, 'learning_rate': 9.850352112676056e-05, 'epoch': 0.13}
{'loss': 0.7085, 'learning_rate': 9.845950704225353e-05, 'epoch': 0.14}
{'loss': 0.7254, 'learning_rate': 9.841549295774648e-05, 'epoch': 0.14}
{'loss': 0.7044, 'learning_rate': 9.837147887323944e-05, 'epoch': 0.14}
{'loss': 0.6844, 'learning_rate': 9.83274647887324e-05, 'epoch': 0.14}
{'loss': 0.7096, 'learning_rate': 9.828345070422536e-05, 'epoch': 0.14}
{'loss': 0.6872, 'learning_rate': 9.823943661971832e-05, 'epoch': 0.14}
{'loss': 0.724, 'learning_rate': 9.819542253521126e-05, 'epoch': 0.14}
{'loss': 0.6941, 'learning_rate': 9.815140845070422e-05, 'epoch': 0.14}
{'loss': 0.7005, 'learning_rate': 9.81073943661972e-05, 'epoch': 0.15}
{'loss': 0.7113, 'learning_rate': 9.806338028169014e-05, 'epoch': 0.15}
{'loss': 0.7122, 'learning_rate': 9.80193661971831e-05, 'epoch': 0.15}
{'loss': 0.6854, 'learning_rate': 9.797535211267606e-05, 'epoch': 0.15}
{'loss': 0.6788, 'learning_rate': 9.793133802816902e-05, 'epoch': 0.15}
{'loss': 0.7469, 'learning_rate': 9.788732394366198e-05, 'epoch': 0.15}
{'loss': 0.7133, 'learning_rate': 9.784330985915493e-05, 'epoch': 0.15}
{'eval_loss': 0.6612379550933838, 'eval_runtime': 987.3644, 'eval_samples_per_second': 10.122, 'eval_steps_per_second': 1.266, 'epoch': 0.15}
{'loss': 0.7264, 'learning_rate': 9.779929577464789e-05, 'epoch': 0.15}
{'loss': 0.7108, 'learning_rate': 9.775528169014086e-05, 'epoch': 0.16}
{'loss': 0.7094, 'learning_rate': 9.77112676056338e-05, 'epoch': 0.16}
{'loss': 0.7182, 'learning_rate': 9.766725352112677e-05, 'epoch': 0.16}
{'loss': 0.6882, 'learning_rate': 9.762323943661971e-05, 'epoch': 0.16}
{'loss': 0.7177, 'learning_rate': 9.757922535211268e-05, 'epoch': 0.16}
{'loss': 0.6909, 'learning_rate': 9.753521126760564e-05, 'epoch': 0.16}
{'loss': 0.687, 'learning_rate': 9.749119718309859e-05, 'epoch': 0.16}
{'loss': 0.6895, 'learning_rate': 9.744718309859155e-05, 'epoch': 0.17}
{'loss': 0.6663, 'learning_rate': 9.740316901408452e-05, 'epoch': 0.17}
{'loss': 0.6905, 'learning_rate': 9.735915492957747e-05, 'epoch': 0.17}
{'loss': 0.6559, 'learning_rate': 9.731514084507043e-05, 'epoch': 0.17}
{'loss': 0.7109, 'learning_rate': 9.727112676056337e-05, 'epoch': 0.17}
{'loss': 0.7152, 'learning_rate': 9.722711267605635e-05, 'epoch': 0.17}
{'loss': 0.693, 'learning_rate': 9.718309859154931e-05, 'epoch': 0.17}
{'loss': 0.7045, 'learning_rate': 9.713908450704225e-05, 'epoch': 0.17}
{'loss': 0.6913, 'learning_rate': 9.709507042253521e-05, 'epoch': 0.18}
{'loss': 0.6803, 'learning_rate': 9.705105633802819e-05, 'epoch': 0.18}
{'loss': 0.703, 'learning_rate': 9.700704225352113e-05, 'epoch': 0.18}
{'loss': 0.6892, 'learning_rate': 9.696302816901409e-05, 'epoch': 0.18}
{'loss': 0.6904, 'learning_rate': 9.691901408450704e-05, 'epoch': 0.18}
{'loss': 0.6836, 'learning_rate': 9.687500000000001e-05, 'epoch': 0.18}
{'loss': 0.6848, 'learning_rate': 9.683098591549297e-05, 'epoch': 0.18}
{'loss': 0.7032, 'learning_rate': 9.678697183098592e-05, 'epoch': 0.18}
{'eval_loss': 0.65167635679245, 'eval_runtime': 772.4017, 'eval_samples_per_second': 12.939, 'eval_steps_per_second': 1.618, 'epoch': 0.18}
{'loss': 0.6509, 'learning_rate': 9.674295774647888e-05, 'epoch': 0.19}
{'loss': 0.6646, 'learning_rate': 9.669894366197183e-05, 'epoch': 0.19}
{'loss': 0.6801, 'learning_rate': 9.66549295774648e-05, 'epoch': 0.19}
{'loss': 0.692, 'learning_rate': 9.661091549295775e-05, 'epoch': 0.19}
{'loss': 0.6974, 'learning_rate': 9.65669014084507e-05, 'epoch': 0.19}
{'loss': 0.6714, 'learning_rate': 9.652288732394367e-05, 'epoch': 0.19}
